	AIDS	cancer	cardiac hypertrophy	gastric cancer	glioma	non-small cell lung cancer	barretts Esophagus	esophageal adenocarcinoma	lung cancer	nasopharyngeal carcinoma	dilated cardiomyopathy	HCV	human spinocerebellar ataxia type 8	Spinocerebellar ataxia type 8	Alzheimers disease	Inclusion body myositis	melanoma	colorectal cancer	papillary thyroid carcinoma	osteosarcoma	breast cancer	aging	cervical cancer	oesophagus cancer	ovarian cancer	parotid cancer	tongue cancer	depression	Huntingtons disease	psychiatric disease	schizophrenia	testicular cancer	blepharophimosis syndrome	prostat	endometrial cancer	carcinoma	colon cancer	gallbladder cancer	esophageal squamous cell carcinoma	acute myeloid leukemia	abdominal aortic aneurysm	acute lymphoblastic leukemia	aortic aneurysm	atherosclerosis	basal cell carcinoma	Cardiovascular disease	coronary artery disease	coronary disease	coronary heart disease	Diabetes	endometriosis	Esophageal squamous cell cancer	familial and sporadic intracranial aneurysms	Glaucoma	hereditary cutaneous malignant melanoma	intracranial aneurism	ischemic stroke	leukemia	myocardial infarction	neural system tumors syndrome	Neurofibromatosis type 1	periodontitis	peripheral artery disease	Plexiform neurofibroma	Stroke	tumor	type 2 diabetes	cat eye syndrome	adolescent idiopathic scoliosis	bone diseases	postmenopausal osteoporosis	hepatocellular carcinoma	prostate cancer	bipolar disorder	panic disorder	Pancreatic ductal adenocarcinoma	DiGeorge syndrome	velocardiofacial syndrome	affective disorders	Autism spectrum disorder	Major depression	chronic lymphocytic leukemia	lymphocytic leukemia	lymphoma	myeloma	myotonic dystrophy type 1	embryonal carcinoma	oral squamous cell carcinoma	autoimmune disease	B-cell neoplasms	kidney cancer	systemic lupus erythaematosus	bladder cancer	lung adenocarcinoma	multiple myeloma	pancreatic cancer	renal cell carcinoma	pseudohypoparathyroidism type Ib	adrenocortical carcinomas	Beckwith-Wiedemann syndrome	biparental complete hydatidiform moles	choricarcinoma	chronic myeloproliferative disorders	Congenital hyperinsulinism	germ cell tumor	gestational choriocarcinoma	gestational trophoblastic diseases	glioblastoma	growth restriction	hematopoiesis	hepatocelluar carcinoma	hyperhomocysteinemia	infertility	liver cancer	Mareks disease	Medulloblastoma	Meningioma	Mullerian aplasia	myeloproliferative polycythaemia vera	neural tube defects	neuroblastoma	obesity	pheochromocytoma	Pituitary adenoma	Prader-Willi syndrome	pre-eclampsia	Silver-Russell syndrome	trophoblastic tumor	Wiedemann-Beckwith syndrome	Wilms tumor	chronic myeloid leukemia	esophageal cancer	renal cancer	adenocarcinoma	oesophageal adenocarcinoma	epithelial ovarian cancer	gastrointestinal cancer	laryngeal squamous cell carcinoma	oesophageal squamous cell carcinoma	pancreas cancer	rheumatoid arthritis	small cell lung cancer	non-functioning pituitary adenoma	serous ovarian cancer	transient neonatal diabetes mellitus	multiple sclerosis	type 1 diabetes	narcolepsy	decreased myogenesis	uterus cancer	renal cell carcinoma (RCC)	diabetes mellitus	clear cell renal cell carcinoma	heroin abuse	myelodysplastic syndrome	nonfunctioning pituitary adenomas	drug abuse	myopia	diffuse large B-cell lymphoma	Burkitts lymphoma	squamous-cell lung carcinomas	Downs syndrome	glucose metabolism disorder	Parkinsons disease	psoriasis	Burkitts lymphomas	cleft lip	diabetic nephropathy	Hodgkins lymphoma	murine plasmacytomas	rhabdomyosarcoma	Spinocerebellar ataxia type 7	cardiomyopathy	Human Dilated Cardiomyopathy	dyskeratosis congenita	squamous carcinoma	tongue squamous cell carcinomas	Klinefelters syndrome
lung adenocarcinoma	0.022082402	0.454209032	0.036761943	0.271481054	0.163074998	0.842271159	0.049857993	0.163074998	0.643321971	0.206873557	0.028013277	0.069898901	0.028013277	0.028013277	0.028013277	0.101626678	0.222834703	0.163074998	0.163074998	0.163074998	0.271481054	0.036761943	0.206873557	0.271481054	0.206873557	0.163074998	0.206873557	0.049857993	0.036761943	0.069898901	0.049857993	0.206873557	0.022082402	0.049857993	0.163074998	0.222834703	0.133086931	0.206873557	0.163074998	0.133086931	0.022082402	0.112414826	0.028013277	0.022082402	0.163074998	0.101626678	0.036761943	0.036761943	0.036761943	0.036761943	0.049857993	0.163074998	0.018021641	0.018021641	0.163074998	0.018021641	0.036761943	0.206873557	0.028013277	0.368193283	0.036761943	0.028013277	0.036761943	0.133086931	0.036761943	0.454209032	0.028013277	0.036761943	0.022082402	0.049857993	0.022082402	0.163074998	0.206873557	0.049857993	0.049857993	0.133086931	0.036761943	0.069898901	0.049857993	0.049857993	0.049857993	0.133086931	0.163074998	0.206873557	0.163074998	0.018021641	0.125202196	0.206873557	0.036761943	0.112414826	0.271481054	0.049857993	0.206873557	1	0.133086931	0.271481054	0.163074998	0.049857993	0.163074998	0.101626678	0.098694817	0.163074998	0.133086931	0.036761943	0.222834703	0.133086931	0.098694817	0.098694817	0.053628691	0.069898901	0.163074998	0.049857993	0.069898901	0.271481054	0.206873557	0.133086931	0.206873557	0.028013277	0.028013277	0.154659246	0.163074998	0.036761943	0.163074998	0.089279004	0.069898901	0.028013277	0.069898901	0.125202196	0.049857993	0.206873557	0.133086931	0.271481054	0.271481054	0.164303377	0.163074998	0.163074998	0.271481054	0.255046685	0.163074998	0.206873557	0.022082402	0.57413213	0.068032244	0.098097872	0.022082402	0.028013277	0.028013277	0.069898901	0.069898901	0.206873557	0.163074998	0.036761943	0.133086931	0.028013277	0.163074998	0.068032244	0.049857993	0.022082402	0.112414826	0.098097872	0.687384851	0.069898901	0.049857993	0.028013277	0.049857993	0.098097872	0.069898901	0.049857993	0.163074998	0.088150203	0.163074998	0.028013277	0.049857993	0.028013277	0.049857993	0.164303377	0.163074998	0.069898901
multiple myeloma	0.022082402	0.454209032	0.036761943	0.271481054	0.163074998	0.163074998	0.049857993	0.163074998	0.271481054	0.206873557	0.028013277	0.069898901	0.028013277	0.028013277	0.028013277	0.101626678	0.222834703	0.163074998	0.163074998	0.163074998	0.271481054	0.036761943	0.206873557	0.271481054	0.206873557	0.163074998	0.206873557	0.049857993	0.036761943	0.069898901	0.049857993	0.206873557	0.022082402	0.049857993	0.163074998	0.222834703	0.133086931	0.206873557	0.163074998	0.315372824	0.022082402	0.266386647	0.028013277	0.022082402	0.163074998	0.101626678	0.036761943	0.036761943	0.036761943	0.036761943	0.049857993	0.163074998	0.018021641	0.018021641	0.163074998	0.018021641	0.036761943	0.490223176	0.028013277	0.368193283	0.036761943	0.028013277	0.036761943	0.133086931	0.036761943	0.454209032	0.028013277	0.036761943	0.022082402	0.049857993	0.022082402	0.163074998	0.206873557	0.049857993	0.049857993	0.133086931	0.036761943	0.069898901	0.049857993	0.049857993	0.049857993	0.315372824	0.38643481	0.490223176	0.842271159	0.018021641	0.125202196	0.206873557	0.036761943	0.266386647	0.271481054	0.049857993	0.206873557	0.133086931	1	0.271481054	0.163074998	0.049857993	0.163074998	0.101626678	0.098694817	0.163074998	0.687384851	0.036761943	0.222834703	0.133086931	0.098694817	0.098694817	0.053628691	0.069898901	0.163074998	0.049857993	0.069898901	0.271481054	0.490223176	0.133086931	0.206873557	0.028013277	0.028013277	0.154659246	0.163074998	0.036761943	0.163074998	0.089279004	0.069898901	0.028013277	0.069898901	0.125202196	0.049857993	0.206873557	0.315372824	0.271481054	0.271481054	0.164303377	0.163074998	0.163074998	0.271481054	0.163074998	0.163074998	0.206873557	0.022082402	0.163074998	0.068032244	0.098097872	0.022082402	0.028013277	0.028013277	0.069898901	0.069898901	0.206873557	0.163074998	0.036761943	0.133086931	0.028013277	0.57413213	0.068032244	0.049857993	0.022082402	0.266386647	0.232460113	0.133086931	0.069898901	0.049857993	0.028013277	0.049857993	0.232460113	0.069898901	0.049857993	0.38643481	0.208887367	0.163074998	0.028013277	0.049857993	0.028013277	0.049857993	0.164303377	0.163074998	0.069898901
pancreatic cancer	0.041172339	0.573196756	0.057143926	0.421998728	0.304051121	0.304051121	0.071429946	0.304051121	0.421998728	0.351665478	0.047619921	0.093360272	0.047619921	0.047619921	0.047619921	0.128249503	0.319248128	0.304051121	0.475531084	0.304051121	0.421998728	0.057143926	0.351665478	0.421998728	0.351665478	0.304051121	0.351665478	0.071429946	0.057143926	0.093360272	0.071429946	0.351665478	0.041172339	0.071429946	0.304051121	0.319248128	0.271481054	0.351665478	0.304051121	0.271481054	0.041172339	0.24904353	0.047619921	0.041172339	0.304051121	0.128249503	0.057143926	0.057143926	0.057143926	0.057143926	0.071429946	0.304051121	0.036761943	0.036761943	0.304051121	0.036761943	0.057143926	0.351665478	0.047619921	0.527498701	0.057143926	0.047619921	0.057143926	0.271481054	0.057143926	0.573196756	0.047619921	0.057143926	0.041172339	0.071429946	0.041172339	0.304051121	0.351665478	0.071429946	0.071429946	0.643321971	0.057143926	0.093360272	0.071429946	0.071429946	0.071429946	0.271481054	0.304051121	0.351665478	0.304051121	0.036761943	0.21283189	0.351665478	0.057143926	0.24904353	0.421998728	0.071429946	0.351665478	0.271481054	0.271481054	1	0.304051121	0.071429946	0.475531084	0.128249503	0.184015148	0.304051121	0.271481054	0.057143926	0.319248128	0.271481054	0.184015148	0.184015148	0.099989966	0.093360272	0.304051121	0.071429946	0.093360272	0.421998728	0.351665478	0.271481054	0.351665478	0.047619921	0.047619921	0.187036889	0.304051121	0.057143926	0.475531084	0.138778105	0.093360272	0.047619921	0.093360272	0.21283189	0.071429946	0.351665478	0.271481054	0.421998728	0.421998728	0.255398362	0.304051121	0.304051121	0.421998728	0.304051121	0.304051121	0.833333028	0.041172339	0.304051121	0.115648379	0.233510809	0.041172339	0.047619921	0.047619921	0.093360272	0.093360272	0.351665478	0.304051121	0.057143926	0.271481054	0.047619921	0.304051121	0.115648379	0.071429946	0.041172339	0.24904353	0.233510809	0.271481054	0.093360272	0.071429946	0.047619921	0.071429946	0.233510809	0.093360272	0.071429946	0.304051121	0.222721734	0.304051121	0.047619921	0.071429946	0.047619921	0.071429946	0.255398362	0.304051121	0.093360272
renal cell carcinoma	0.026217688	0.479833079	0.041172339	0.304051121	0.193613418	0.193613418	0.054521373	0.193613418	0.304051121	0.23822486	0.032258637	0.07496322	0.032258637	0.032258637	0.032258637	0.107359913	0.243677156	0.193613418	0.193613418	0.193613418	0.304051121	0.041172339	0.23822486	0.304051121	0.23822486	0.193613418	0.23822486	0.054521373	0.041172339	0.07496322	0.054521373	0.23822486	0.026217688	0.054521373	0.193613418	0.243677156	0.163074998	0.23822486	0.193613418	0.163074998	0.026217688	0.142026452	0.032258637	0.026217688	0.193613418	0.107359913	0.041172339	0.041172339	0.041172339	0.041172339	0.054521373	0.193613418	0.022082402	0.022082402	0.193613418	0.022082402	0.041172339	0.23822486	0.032258637	0.402631596	0.041172339	0.032258637	0.041172339	0.163074998	0.041172339	0.479833079	0.032258637	0.041172339	0.026217688	0.054521373	0.026217688	0.193613418	0.23822486	0.054521373	0.054521373	0.163074998	0.041172339	0.07496322	0.054521373	0.054521373	0.054521373	0.163074998	0.193613418	0.23822486	0.193613418	0.022082402	0.144176356	0.23822486	0.041172339	0.142026452	0.720502458	0.054521373	0.372579866	0.163074998	0.163074998	0.304051121	1	0.054521373	0.193613418	0.107359913	0.117177012	0.193613418	0.163074998	0.041172339	0.243677156	0.163074998	0.117177012	0.117177012	0.063671527	0.07496322	0.193613418	0.054521373	0.07496322	0.304051121	0.23822486	0.163074998	0.23822486	0.032258637	0.032258637	0.161604275	0.193613418	0.041172339	0.193613418	0.099989966	0.07496322	0.032258637	0.07496322	0.144176356	0.054521373	0.564515588	0.163074998	0.304051121	0.720502458	0.184015148	0.193613418	0.193613418	0.304051121	0.193613418	0.193613418	0.23822486	0.026217688	0.193613418	0.078342404	0.12745019	0.026217688	0.032258637	0.032258637	0.07496322	0.07496322	0.23822486	1	0.041172339	0.842271159	0.032258637	0.193613418	0.078342404	0.054521373	0.026217688	0.142026452	0.12745019	0.163074998	0.07496322	0.054521373	0.032258637	0.054521373	0.12745019	0.07496322	0.054521373	0.193613418	0.117323027	0.193613418	0.032258637	0.054521373	0.032258637	0.054521373	0.184015148	0.193613418	0.07496322
pseudohypoparathyroidism type Ib	0.054521373	0.14710564	0.071429946	0.071429946	0.054521373	0.054521373	0.086581804	0.054521373	0.071429946	0.061343273	0.061343273	0.109892388	0.061343273	0.061343273	0.061343273	0.14710564	0.086581804	0.054521373	0.054521373	0.054521373	0.071429946	0.071429946	0.061343273	0.071429946	0.061343273	0.054521373	0.061343273	0.086581804	0.071429946	0.109892388	0.086581804	0.061343273	0.054521373	0.086581804	0.054521373	0.086581804	0.049857993	0.061343273	0.054521373	0.049857993	0.054521373	0.046646837	0.061343273	0.054521373	0.054521373	0.14710564	0.071429946	0.071429946	0.071429946	0.173472727	0.086581804	0.054521373	0.049857993	0.049857993	0.054521373	0.049857993	0.071429946	0.061343273	0.061343273	0.086581804	0.071429946	0.061343273	0.071429946	0.049857993	0.071429946	0.14710564	0.14897652	0.071429946	0.054521373	0.086581804	0.054521373	0.054521373	0.061343273	0.086581804	0.086581804	0.049857993	0.071429946	0.109892388	0.086581804	0.086581804	0.086581804	0.049857993	0.054521373	0.061343273	0.054521373	0.049857993	0.061343273	0.061343273	0.071429946	0.046646837	0.071429946	0.086581804	0.061343273	0.049857993	0.049857993	0.071429946	0.054521373	1	0.054521373	0.14710564	0.054521373	0.054521373	0.049857993	0.071429946	0.086581804	0.049857993	0.054521373	0.054521373	0.054521373	0.109892388	0.054521373	0.386967654	0.109892388	0.071429946	0.061343273	0.049857993	0.061343273	0.061343273	0.061343273	0.210167445	0.054521373	0.173472727	0.054521373	0.071429946	0.109892388	0.061343273	0.109892388	0.061343273	0.086581804	0.061343273	0.049857993	0.071429946	0.071429946	0.071429946	0.054521373	0.054521373	0.071429946	0.054521373	0.054521373	0.061343273	0.054521373	0.054521373	0.061343273	0.044424556	0.132409048	0.061343273	0.14897652	0.109892388	0.109892388	0.061343273	0.054521373	0.173472727	0.049857993	0.061343273	0.054521373	0.061343273	0.086581804	0.054521373	0.046646837	0.044424556	0.049857993	0.109892388	0.210270095	0.061343273	0.086581804	0.044424556	0.109892388	0.086581804	0.054521373	0.042881285	0.054521373	0.061343273	0.086581804	0.061343273	0.086581804	0.071429946	0.054521373	0.109892388
adrenocortical carcinomas	0.026217688	0.479833079	0.041172339	0.304051121	0.193613418	0.193613418	0.054521373	0.193613418	0.304051121	0.23822486	0.032258637	0.07496322	0.032258637	0.032258637	0.032258637	0.107359913	0.243677156	0.193613418	0.302808285	0.193613418	0.304051121	0.041172339	0.23822486	0.304051121	0.23822486	0.193613418	0.23822486	0.054521373	0.041172339	0.07496322	0.054521373	0.23822486	0.026217688	0.054521373	0.193613418	0.243677156	0.163074998	0.23822486	0.193613418	0.163074998	0.026217688	0.142026452	0.032258637	0.026217688	0.193613418	0.107359913	0.041172339	0.041172339	0.041172339	0.041172339	0.054521373	0.193613418	0.022082402	0.022082402	0.193613418	0.022082402	0.041172339	0.23822486	0.032258637	0.402631596	0.041172339	0.032258637	0.041172339	0.163074998	0.041172339	0.479833079	0.032258637	0.041172339	0.026217688	0.054521373	0.026217688	0.193613418	0.23822486	0.054521373	0.054521373	0.255046685	0.041172339	0.07496322	0.054521373	0.054521373	0.054521373	0.163074998	0.193613418	0.23822486	0.193613418	0.022082402	0.144176356	0.23822486	0.041172339	0.142026452	0.304051121	0.054521373	0.23822486	0.163074998	0.163074998	0.475531084	0.193613418	0.054521373	1	0.107359913	0.117177012	0.193613418	0.163074998	0.041172339	0.243677156	0.163074998	0.117177012	0.117177012	0.063671527	0.07496322	0.193613418	0.054521373	0.07496322	0.304051121	0.23822486	0.163074998	0.23822486	0.032258637	0.032258637	0.161604275	0.193613418	0.041172339	0.458800952	0.099989966	0.07496322	0.032258637	0.07496322	0.144176356	0.054521373	0.23822486	0.163074998	0.304051121	0.304051121	0.184015148	0.193613418	0.193613418	0.304051121	0.193613418	0.193613418	0.372579866	0.026217688	0.193613418	0.078342404	0.12745019	0.026217688	0.032258637	0.032258637	0.07496322	0.07496322	0.23822486	0.193613418	0.041172339	0.163074998	0.032258637	0.193613418	0.078342404	0.054521373	0.026217688	0.142026452	0.12745019	0.163074998	0.07496322	0.054521373	0.032258637	0.054521373	0.12745019	0.07496322	0.054521373	0.193613418	0.117323027	0.193613418	0.032258637	0.054521373	0.032258637	0.054521373	0.184015148	0.193613418	0.07496322
Beckwith-Wiedemann syndrome	0.107359913	0.223744292	0.128249503	0.128249503	0.107359913	0.107359913	0.14710564	0.107359913	0.128249503	0.115768709	0.115768709	0.176370951	0.115768709	0.115768709	0.115768709	0.543378995	0.14710564	0.107359913	0.107359913	0.107359913	0.128249503	0.128249503	0.115768709	0.128249503	0.115768709	0.107359913	0.115768709	0.14710564	0.128249503	0.176370951	0.14710564	0.115768709	0.107359913	0.14710564	0.107359913	0.14710564	0.101626678	0.115768709	0.107359913	0.101626678	0.107359913	0.097685857	0.115768709	0.107359913	0.107359913	0.223744292	0.128249503	0.128249503	0.128249503	0.128249503	0.14710564	0.107359913	0.101626678	0.101626678	0.107359913	0.101626678	0.128249503	0.115768709	0.115768709	0.14710564	0.128249503	0.115768709	0.128249503	0.101626678	0.128249503	0.223744292	0.115768709	0.128249503	0.107359913	0.14710564	0.107359913	0.107359913	0.115768709	0.14710564	0.14710564	0.101626678	0.128249503	0.176370951	0.14710564	0.14710564	0.14710564	0.101626678	0.107359913	0.115768709	0.107359913	0.101626678	0.115768709	0.115768709	0.128249503	0.097685857	0.128249503	0.14710564	0.115768709	0.101626678	0.101626678	0.128249503	0.107359913	0.14710564	0.107359913	1	0.107359913	0.107359913	0.101626678	0.128249503	0.14710564	0.101626678	0.107359913	0.107359913	0.107359913	0.176370951	0.107359913	0.14710564	0.176370951	0.128249503	0.115768709	0.101626678	0.115768709	0.115768709	0.115768709	0.305912596	0.107359913	0.128249503	0.107359913	0.128249503	0.176370951	0.115768709	0.176370951	0.115768709	0.14710564	0.115768709	0.101626678	0.128249503	0.128249503	0.128249503	0.107359913	0.107359913	0.128249503	0.107359913	0.107359913	0.115768709	0.107359913	0.107359913	0.115768709	0.094961959	0.107359913	0.115768709	0.115768709	0.176370951	0.176370951	0.115768709	0.107359913	0.128249503	0.101626678	0.115768709	0.107359913	0.115768709	0.14710564	0.107359913	0.097685857	0.094961959	0.101626678	0.176370951	0.14710564	0.115768709	0.14710564	0.094961959	0.176370951	0.14710564	0.107359913	0.093071947	0.107359913	0.115768709	0.14710564	0.115768709	0.14710564	0.128249503	0.107359913	0.176370951
biparental complete hydatidiform moles	0.026217688	0.479833079	0.041172339	0.184015148	0.117177012	0.117177012	0.054521373	0.117177012	0.184015148	0.144176356	0.032258637	0.07496322	0.032258637	0.032258637	0.032258637	0.107359913	0.402631596	0.117177012	0.117177012	0.117177012	0.184015148	0.041172339	0.144176356	0.184015148	0.144176356	0.117177012	0.144176356	0.054521373	0.041172339	0.07496322	0.054521373	0.144176356	0.026217688	0.054521373	0.117177012	0.402631596	0.098694817	0.144176356	0.117177012	0.098694817	0.026217688	0.085956001	0.032258637	0.026217688	0.117177012	0.107359913	0.041172339	0.041172339	0.041172339	0.041172339	0.054521373	0.117177012	0.022082402	0.022082402	0.117177012	0.022082402	0.041172339	0.144176356	0.032258637	0.243677156	0.041172339	0.032258637	0.041172339	0.098694817	0.041172339	0.479833079	0.032258637	0.041172339	0.026217688	0.054521373	0.026217688	0.117177012	0.144176356	0.054521373	0.054521373	0.098694817	0.041172339	0.07496322	0.054521373	0.054521373	0.054521373	0.098694817	0.117177012	0.144176356	0.117177012	0.022082402	0.372579866	0.144176356	0.041172339	0.085956001	0.184015148	0.054521373	0.144176356	0.098694817	0.098694817	0.184015148	0.117177012	0.054521373	0.117177012	0.107359913	1	0.117177012	0.098694817	0.041172339	0.629709368	0.098694817	1	0.193613418	0.063671527	0.07496322	0.117177012	0.054521373	0.07496322	0.184015148	0.144176356	0.098694817	0.144176356	0.032258637	0.032258637	0.161604275	0.117177012	0.041172339	0.117177012	0.099989966	0.07496322	0.032258637	0.07496322	0.838709477	0.054521373	0.144176356	0.098694817	0.184015148	0.184015148	0.304051121	0.117177012	0.117177012	0.184015148	0.117177012	0.117177012	0.144176356	0.026217688	0.117177012	0.078342404	0.077134284	0.026217688	0.032258637	0.032258637	0.07496322	0.07496322	0.144176356	0.117177012	0.041172339	0.098694817	0.032258637	0.117177012	0.078342404	0.054521373	0.026217688	0.085956001	0.077134284	0.098694817	0.07496322	0.054521373	0.032258637	0.054521373	0.077134284	0.07496322	0.054521373	0.117177012	0.071005211	0.117177012	0.032258637	0.054521373	0.032258637	0.054521373	0.304051121	0.117177012	0.07496322
choricarcinoma	0.026217688	0.479833079	0.041172339	0.304051121	0.193613418	0.193613418	0.054521373	0.193613418	0.304051121	0.23822486	0.032258637	0.07496322	0.032258637	0.032258637	0.032258637	0.107359913	0.243677156	0.193613418	0.193613418	0.193613418	0.304051121	0.041172339	0.564515588	0.304051121	0.564515588	0.193613418	0.23822486	0.054521373	0.041172339	0.07496322	0.054521373	0.372579866	0.026217688	0.054521373	0.458800952	0.243677156	0.163074998	0.23822486	0.193613418	0.163074998	0.026217688	0.142026452	0.032258637	0.026217688	0.193613418	0.107359913	0.041172339	0.041172339	0.041172339	0.041172339	0.054521373	0.193613418	0.022082402	0.022082402	0.193613418	0.022082402	0.041172339	0.23822486	0.032258637	0.402631596	0.041172339	0.032258637	0.041172339	0.163074998	0.041172339	0.479833079	0.032258637	0.041172339	0.026217688	0.054521373	0.026217688	0.193613418	0.372579866	0.054521373	0.054521373	0.163074998	0.041172339	0.07496322	0.054521373	0.054521373	0.054521373	0.163074998	0.193613418	0.23822486	0.193613418	0.022082402	0.144176356	0.23822486	0.041172339	0.142026452	0.304051121	0.054521373	0.23822486	0.163074998	0.163074998	0.304051121	0.193613418	0.054521373	0.193613418	0.107359913	0.117177012	1	0.163074998	0.041172339	0.243677156	0.842271159	0.117177012	0.117177012	0.063671527	0.07496322	0.193613418	0.054521373	0.07496322	0.304051121	0.23822486	0.163074998	0.23822486	0.032258637	0.032258637	0.161604275	0.193613418	0.041172339	0.193613418	0.099989966	0.07496322	0.032258637	0.07496322	0.144176356	0.054521373	0.23822486	0.163074998	0.304051121	0.304051121	0.184015148	0.193613418	0.458800952	0.304051121	0.193613418	0.193613418	0.23822486	0.026217688	0.193613418	0.078342404	0.302015577	0.026217688	0.032258637	0.032258637	0.07496322	0.07496322	0.564515588	0.193613418	0.041172339	0.163074998	0.032258637	0.193613418	0.078342404	0.054521373	0.026217688	0.142026452	0.12745019	0.163074998	0.07496322	0.054521373	0.032258637	0.054521373	0.12745019	0.07496322	0.054521373	0.193613418	0.117323027	0.193613418	0.032258637	0.054521373	0.032258637	0.054521373	0.184015148	0.193613418	0.07496322
chronic myeloproliferative disorders	0.022082402	0.454209032	0.036761943	0.271481054	0.163074998	0.163074998	0.049857993	0.163074998	0.271481054	0.206873557	0.028013277	0.069898901	0.028013277	0.028013277	0.028013277	0.101626678	0.222834703	0.163074998	0.163074998	0.163074998	0.271481054	0.036761943	0.206873557	0.271481054	0.206873557	0.163074998	0.206873557	0.049857993	0.036761943	0.069898901	0.049857993	0.206873557	0.022082402	0.049857993	0.163074998	0.222834703	0.133086931	0.206873557	0.163074998	0.315372824	0.022082402	0.266386647	0.028013277	0.022082402	0.163074998	0.101626678	0.036761943	0.036761943	0.036761943	0.036761943	0.049857993	0.163074998	0.018021641	0.018021641	0.163074998	0.018021641	0.036761943	0.490223176	0.028013277	0.368193283	0.036761943	0.028013277	0.036761943	0.133086931	0.036761943	0.454209032	0.028013277	0.036761943	0.022082402	0.049857993	0.022082402	0.163074998	0.206873557	0.049857993	0.049857993	0.133086931	0.036761943	0.069898901	0.049857993	0.049857993	0.049857993	0.315372824	0.38643481	0.490223176	0.842271159	0.018021641	0.125202196	0.206873557	0.036761943	0.266386647	0.271481054	0.049857993	0.206873557	0.133086931	0.687384851	0.271481054	0.163074998	0.049857993	0.163074998	0.101626678	0.098694817	0.163074998	1	0.036761943	0.222834703	0.133086931	0.098694817	0.098694817	0.053628691	0.069898901	0.163074998	0.049857993	0.069898901	0.271481054	0.490223176	0.133086931	0.206873557	0.028013277	0.028013277	0.154659246	0.163074998	0.036761943	0.163074998	0.089279004	0.069898901	0.028013277	0.069898901	0.125202196	0.049857993	0.206873557	0.315372824	0.271481054	0.271481054	0.164303377	0.163074998	0.163074998	0.271481054	0.163074998	0.163074998	0.206873557	0.022082402	0.163074998	0.068032244	0.098097872	0.022082402	0.028013277	0.028013277	0.069898901	0.069898901	0.206873557	0.163074998	0.036761943	0.133086931	0.028013277	0.57413213	0.068032244	0.049857993	0.022082402	0.266386647	0.232460113	0.133086931	0.069898901	0.049857993	0.028013277	0.049857993	0.232460113	0.069898901	0.049857993	0.38643481	0.208887367	0.163074998	0.028013277	0.049857993	0.028013277	0.049857993	0.164303377	0.163074998	0.069898901
Congenital hyperinsulinism	0.041172339	0.128249503	0.057143926	0.057143926	0.041172339	0.041172339	0.173472727	0.041172339	0.057143926	0.047619921	0.115648379	0.093360272	0.115648379	0.115648379	0.115648379	0.128249503	0.071429946	0.041172339	0.041172339	0.041172339	0.057143926	0.057143926	0.047619921	0.057143926	0.047619921	0.041172339	0.047619921	0.071429946	0.057143926	0.093360272	0.071429946	0.047619921	0.099989966	0.173472727	0.041172339	0.071429946	0.036761943	0.047619921	0.041172339	0.036761943	0.099989966	0.033723621	0.115648379	0.099989966	0.041172339	0.311463078	0.138778105	0.138778105	0.138778105	0.057143926	0.173472727	0.041172339	0.089279004	0.089279004	0.041172339	0.089279004	0.138778105	0.047619921	0.115648379	0.071429946	0.057143926	0.115648379	0.138778105	0.036761943	0.138778105	0.128249503	0.047619921	0.138778105	0.099989966	0.173472727	0.099989966	0.041172339	0.047619921	0.071429946	0.071429946	0.036761943	0.138778105	0.093360272	0.071429946	0.071429946	0.071429946	0.036761943	0.041172339	0.047619921	0.041172339	0.089279004	0.047619921	0.047619921	0.138778105	0.033723621	0.057143926	0.173472727	0.047619921	0.036761943	0.036761943	0.057143926	0.041172339	0.071429946	0.041172339	0.128249503	0.041172339	0.041172339	0.036761943	1	0.071429946	0.036761943	0.041172339	0.041172339	0.041172339	0.226732089	0.041172339	0.071429946	0.226732089	0.057143926	0.047619921	0.036761943	0.047619921	0.21283189	0.115648379	0.187036889	0.041172339	0.057143926	0.041172339	0.057143926	0.093360272	0.115648379	0.093360272	0.047619921	0.071429946	0.047619921	0.036761943	0.057143926	0.057143926	0.057143926	0.041172339	0.041172339	0.057143926	0.041172339	0.041172339	0.047619921	0.099989966	0.041172339	0.047619921	0.031620295	0.041172339	0.115648379	0.047619921	0.093360272	0.226732089	0.047619921	0.041172339	0.057143926	0.036761943	0.047619921	0.041172339	0.047619921	0.071429946	0.099989966	0.033723621	0.031620295	0.036761943	0.093360272	0.071429946	0.115648379	0.173472727	0.031620295	0.093360272	0.173472727	0.041172339	0.030159319	0.041172339	0.115648379	0.173472727	0.115648379	0.173472727	0.057143926	0.041172339	0.093360272
